Cities,Level,start,end
Xuchang,Orange,04/12/2019,19/12/2019
Xuchang,Orange,10/11/2020,18/11/2020
Xuchang,Orange,22/11/2020,08/12/2020
Xuchang,Orange,18/01/2021,21/01/2021
Xuchang,Orange,27/01/2021,15/02/2021
Xuchang,Orange,23/11/2021,29/11/2021
Xuchang,Orange,20/12/2021,24/12/2021
Xuchang,Orange,04/01/2022,10/01/2022
Luohe,Orange,01/10/2019,02/10/2019
Luohe,Orange,22/10/2019,27/10/2019
Luohe,Orange,02/11/2019,10/11/2019
Luohe,Orange,19/11/2019,20/12/2019
Luohe,Orange,10/11/2020,18/11/2020
Luohe,Orange,29/11/2020,11/12/2020
Luohe,Orange,15/12/2020,23/12/2020
Luohe,Orange,18/01/2021,21/01/2021
Luohe,Orange,27/01/2021,15/02/2021
Luohe,Orange,23/11/2021,24/12/2021
Luohe,Orange,03/01/2022,10/01/2022
Sanmenxia,Orange,29/11/2018,06/12/2018
Sanmenxia,Orange,14/12/2018,25/12/2018
Sanmenxia,Orange,31/12/2018,04/01/2019
Sanmenxia,Orange,22/02/2019,01/03/2019
Sanmenxia,Orange,07/03/2019,14/03/2019
Sanmenxia,Orange,01/10/2019,02/10/2019
Sanmenxia,Orange,01/11/2019,10/11/2019
Sanmenxia,Orange,19/11/2019,31/12/2019
Sanmenxia,Orange,09/01/2020,09/01/2020
Sanmenxia,Orange,10/11/2020,18/11/2020
Sanmenxia,Orange,22/11/2020,23/12/2020
Sanmenxia,Orange,18/01/2021,21/01/2021
Sanmenxia,Orange,07/02/2021,15/02/2021
Sanmenxia,Orange,23/11/2021,29/11/2021
Sanmenxia,Orange,21/12/2021,24/12/2021
Sanmenxia,Orange,04/01/2022,10/01/2022
Nanyang,Orange,01/10/2019,02/10/2019
Nanyang,Orange,22/10/2019,27/10/2019
Nanyang,Orange,04/11/2019,10/11/2019
Nanyang,Orange,19/11/2019,25/11/2019
Nanyang,Orange,04/12/2019,31/12/2019
Nanyang,Orange,10/11/2020,18/11/2020
Nanyang,Orange,29/11/2020,23/12/2020
Nanyang,Orange,18/01/2021,21/01/2021
Nanyang,Orange,07/02/2021,15/02/2021
Nanyang,Orange,23/11/2021,29/11/2021
Nanyang,Orange,21/12/2021,24/12/2021
Nanyang,Orange,04/01/2022,10/01/2022
Shangqiu,Orange,01/10/2019,02/10/2019
Shangqiu,Orange,18/10/2019,27/10/2019
Shangqiu,Orange,02/11/2019,10/11/2019
Shangqiu,Orange,19/11/2019,31/12/2019
Shangqiu,Orange,10/11/2020,18/11/2020
Shangqiu,Orange,29/11/2020,23/12/2020
Shangqiu,Orange,22/01/2021,15/02/2021
Shangqiu,Orange,21/12/2021,24/12/2021
Shangqiu,Orange,04/01/2022,20/01/2022
Xinyang,Orange,01/10/2019,02/10/2019
Xinyang,Orange,22/10/2019,27/10/2019
Xinyang,Orange,11/12/2019,16/12/2019
Xinyang,Orange,19/12/2019,31/12/2019
Xinyang,Orange,10/11/2020,18/11/2020
Xinyang,Orange,29/11/2020,23/12/2020
Xinyang,Orange,22/01/2021,26/01/2021
Xinyang,Orange,07/02/2021,15/02/2021
Xinyang,Orange,21/12/2021,24/12/2021
Xinyang,Orange,04/01/2022,10/01/2022
Zhoukou,Orange,01/10/2019,02/10/2019
Zhoukou,Orange,22/10/2019,27/10/2019
Zhoukou,Orange,02/11/2019,10/11/2019
Zhoukou,Orange,19/11/2019,31/12/2019
Zhoukou,Orange,10/11/2020,18/11/2020
Zhoukou,Orange,29/11/2020,08/12/2020
Zhoukou,Orange,22/01/2021,31/01/2021
Zhoukou,Orange,07/02/2021,15/02/2021
Zhoukou,Orange,21/12/2021,24/12/2021
Zhoukou,Orange,04/01/2022,10/01/2022
Zhumadian,Orange,01/10/2019,02/10/2019
Zhumadian,Orange,22/10/2019,27/10/2019
Zhumadian,Orange,02/11/2019,10/11/2019
Zhumadian,Orange,19/11/2019,29/11/2019
Zhumadian,Orange,04/12/2019,31/12/2019
Zhumadian,Orange,10/11/2020,18/11/2020
Zhumadian,Orange,29/11/2020,29/12/2020
Zhumadian,Orange,22/01/2021,26/01/2021
Zhumadian,Orange,07/02/2021,15/02/2021
Zhumadian,Orange,21/12/2021,24/12/2021
Zhumadian,Orange,04/01/2022,12/01/2022
Zhumadian,Orange,17/01/2022,21/01/2022
Shijiazhuang,Red,09/12/2018,23/12/2018
Shijiazhuang,Red,17/01/2020,19/01/2020
Tangshan,Red,01/03/2019,13/03/2019
Handan,Red,21/02/2019,26/03/2019
Handan,Red,24/12/2019,31/12/2019
Handan,Red,19/01/2020,19/01/2020
Handan,Red,29/01/2020,01/02/2020
Xingtai,Red,10/12/2018,31/12/2018
Xingtai,Red,21/02/2019,25/03/2019
Xingtai,Red,25/12/2019,31/12/2019
Xingtai,Red,05/01/2020,13/01/2020
Xingtai,Red,18/01/2020,24/01/2020
Xingtai,Red,27/01/2020,15/02/2020
Baoding,Red,21/02/2019,31/03/2019
Baoding,Red,28/01/2020,01/02/2020
Cangzhou,Red,21/02/2019,13/03/2019
Cangzhou,Red,18/01/2020,23/01/2020
Cangzhou,Red,28/01/2020,17/02/2020
Cangzhou,Red,26/12/2020,28/12/2020
Cangzhou,Red,26/11/2021,29/11/2021
Langfang,Red,24/02/2019,13/03/2019
Hengshui,Red,16/02/2019,13/03/2019
Hengshui,Red,24/12/2019,26/12/2019
Taiyuan,Red,06/01/2019,07/01/2019
Taiyuan,Red,27/02/2019,28/02/2019
Taiyuan,Red,23/12/2019,25/12/2019
Taiyuan,Red,08/01/2020,12/01/2020
Taiyuan,Red,16/01/2020,17/01/2020
Datong,Red,09/01/2020,13/01/2020
Yangquan,Red,07/01/2019,14/01/2019
Changzhi,Red,08/01/2019,15/01/2019
Jinzhong,Red,23/12/2019,24/12/2019
Jinzhong,Red,12/01/2020,14/01/2020
Yuncheng,Red,22/12/2019,25/12/2019
Yuncheng,Red,22/01/2021,26/01/2021
Yuncheng,Red,04/01/2022,10/01/2022
Linfen,Red,04/01/2019,15/01/2019
Linfen,Red,22/12/2019,25/12/2019
Linfen,Red,04/01/2020,12/01/2020
Linfen,Red,22/01/2021,25/01/2021
Jinan,Red,10/12/2020,13/12/2020
Jinan,Red,21/12/2020,28/12/2020
Zibo,Red,11/12/2020,14/12/2020
Zibo,Red,21/12/2020,28/12/2020
Zibo,Red,26/01/2021,26/01/2021
Zaozhuang,Red,24/12/2020,28/12/2020
Dongying,Red,10/12/2020,12/12/2020
Dongying,Red,27/12/2020,28/12/2020
Weifang,Red,21/12/2020,28/12/2020
Weifang,Red,26/01/2021,26/01/2021
Jining,Red,10/12/2020,13/12/2020
Jining,Red,21/12/2020,28/12/2020
Jining,Red,25/01/2021,26/01/2021
Taian,Red,22/12/2020,28/12/2020
Rizhao,Red,12/12/2020,13/12/2020
Rizhao,Red,21/12/2020,28/12/2020
Linyi,Red,16/12/2020,28/12/2020
Liaocheng,Red,01/10/2019,01/10/2019
Liaocheng,Red,20/12/2019,29/12/2019
Liaocheng,Red,11/12/2020,13/12/2020
Liaocheng,Red,21/12/2020,28/12/2020
Liaocheng,Red,25/01/2021,26/01/2021
Binzhou,Red,12/12/2020,13/12/2020
Heze,Red,01/10/2019,01/10/2019
Heze,Red,11/12/2020,13/12/2020
Heze,Red,21/12/2020,28/12/2020
Heze,Red,24/01/2021,28/01/2021
Zhengzhou,Red,21/12/2018,26/12/2018
Zhengzhou,Red,05/01/2019,09/01/2019
Zhengzhou,Red,12/01/2019,15/01/2019
Zhengzhou,Red,22/02/2019,28/02/2019
Zhengzhou,Red,19/12/2019,31/12/2019
Zhengzhou,Red,24/12/2020,29/12/2020
Zhengzhou,Red,22/01/2021,26/01/2021
Kaifeng,Red,05/01/2019,16/01/2019
Kaifeng,Red,23/02/2019,02/03/2019
Kaifeng,Red,01/10/2019,02/10/2019
Kaifeng,Red,13/12/2019,31/12/2019
Kaifeng,Red,11/12/2020,12/12/2020
Kaifeng,Red,24/12/2020,29/12/2020
Kaifeng,Red,22/01/2021,26/01/2021
Luoyang,Red,24/02/2019,28/02/2019
Luoyang,Red,22/10/2019,27/10/2019
Luoyang,Red,08/11/2019,10/11/2019
Luoyang,Red,12/12/2019,16/12/2019
Luoyang,Red,20/12/2019,31/12/2019
Luoyang,Red,24/12/2020,29/12/2020
Luoyang,Red,22/01/2021,25/01/2021
Pingdingshan,Red,24/12/2020,29/12/2020
Pingdingshan,Red,22/01/2021,26/01/2021
Anyang,Red,06/01/2019,17/01/2019
Anyang,Red,23/02/2019,07/03/2019
Anyang,Red,01/10/2019,02/10/2019
Anyang,Red,12/12/2019,31/12/2019
Anyang,Red,15/01/2020,23/01/2020
Anyang,Red,07/12/2020,12/12/2020
Anyang,Red,24/12/2020,29/12/2020
Anyang,Red,22/01/2021,26/01/2021
Hebi,Red,12/01/2019,12/01/2019
Hebi,Red,23/02/2019,10/03/2019
Hebi,Red,01/10/2019,02/10/2019
Hebi,Red,15/12/2019,31/12/2019
Hebi,Red,08/12/2020,29/12/2020
Hebi,Red,22/01/2021,26/01/2021
Xinxiang,Red,29/11/2018,03/12/2018
Xinxiang,Red,05/01/2019,21/01/2019
Xinxiang,Red,21/02/2019,14/03/2019
Xinxiang,Red,01/10/2019,03/10/2019
Xinxiang,Red,11/12/2019,14/12/2019
Xinxiang,Red,26/12/2019,31/12/2019
Xinxiang,Red,08/12/2020,12/12/2020
Xinxiang,Red,24/12/2020,29/12/2020
Xinxiang,Red,22/01/2021,26/01/2021
Xinxiang,Red,25/11/2021,29/11/2021
Xinxiang,Red,06/12/2021,15/12/2021
Xinxiang,Red,21/12/2021,23/12/2021
Jiaozuo,Red,22/02/2019,02/03/2019
Jiaozuo,Red,01/10/2019,02/10/2019
Jiaozuo,Red,11/12/2019,16/12/2019
Jiaozuo,Red,23/12/2019,31/12/2019
Jiaozuo,Red,08/12/2020,14/12/2020
Jiaozuo,Red,24/12/2020,29/12/2020
Jiaozuo,Red,22/01/2021,26/01/2021
Puyang,Red,05/01/2019,21/01/2019
Puyang,Red,23/02/2019,14/03/2019
Puyang,Red,01/10/2019,02/10/2019
Puyang,Red,31/10/2019,13/11/2019
Puyang,Red,10/12/2019,31/12/2019
Puyang,Red,11/01/2020,05/02/2020
Puyang,Red,10/12/2020,29/12/2020
Puyang,Red,22/01/2021,06/02/2021
Puyang,Red,24/11/2021,30/11/2021
Xuchang,Red,20/12/2019,31/12/2019
Xuchang,Red,09/12/2020,29/12/2020
Xuchang,Red,22/01/2021,26/01/2021
Luohe,Red,21/12/2019,31/12/2019
Luohe,Red,12/12/2020,14/12/2020
Luohe,Red,24/12/2020,29/12/2020
Luohe,Red,22/01/2021,26/01/2021
Sanmenxia,Red,05/01/2019,16/01/2019
Sanmenxia,Red,24/12/2020,29/12/2020
Sanmenxia,Red,22/01/2021,26/01/2021
Nanyang,Red,24/12/2020,29/12/2020
Nanyang,Red,22/01/2021,26/01/2021
Shangqiu,Red,24/12/2020,29/12/2020
Xinyang,Red,24/12/2020,29/12/2020
Zhoukou,Red,09/12/2020,29/12/2020
